%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 1/26/2026 5:10:24 PM
SAMPLE INFO = ///DEVELOPMENT/2026-01-23
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.214286
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [9335,9335,9335,9335,9335,9335,9335]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,18.670000,35.000000,34.503018,8.882244]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-35.000000,-34.493402,-2.127067]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000386,0.043356]
COLUMN_STOP = [1.000000,3.000000,4.000000,18.670000,0.040000,-1.410978,2.058291]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.550000,16.440000,15.007213,2.450165
1.000000,3.000000,1.000000,0.552000,16.500000,15.067840,2.444868
1.000000,3.000000,1.000000,0.554000,16.560000,15.128412,2.440112
1.000000,3.000000,1.000000,0.556000,16.620000,15.188917,2.437203
1.000000,3.000000,1.000000,0.558000,16.680000,15.249332,2.436746
1.000000,3.000000,1.000000,0.560000,16.740000,15.309627,2.438398
1.000000,3.000000,1.000000,0.562000,16.800000,15.369764,2.440974
1.000000,3.000000,1.000000,0.564000,16.860000,15.429709,2.442889
1.000000,3.000000,1.000000,0.566000,16.920000,15.489443,2.442766
1.000000,3.000000,1.000000,0.568000,16.980000,15.548963,2.439987
1.000000,3.000000,1.000000,0.570000,17.040000,15.608296,2.434981
1.000000,3.000000,1.000000,0.572000,17.100000,15.667490,2.429120
1.000000,3.000000,1.000000,0.574000,17.160000,15.726612,2.424261
1.000000,3.000000,1.000000,0.576000,17.220000,15.785742,2.422099
1.000000,3.000000,1.000000,0.578000,17.280000,15.844957,2.423550
1.000000,3.000000,1.000000,0.580000,17.340000,15.904325,2.428403
1.000000,3.000000,1.000000,0.582000,17.400000,15.963893,2.435370
1.000000,3.000000,1.000000,0.584000,17.460000,16.023687,2.442507
1.000000,3.000000,1.000000,0.586000,17.520000,16.083710,2.447869
1.000000,3.000000,1.000000,0.588000,17.580000,16.143946,2.450143
1.000000,3.000000,1.000000,0.590000,17.640000,16.204364,2.449057
